Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-11.53,-0.54,-3.89,-9.25,110.62,185.62
-2.7,-1.45,-0.93,-21.12,184.0,216.12
1.75,-2.11,-0.66,-29.62,242.75,230.5
6.49,-2.92,-0.42,-42.94,271.94,228.62
16.75,-2.85,3.99,-57.94,261.81,211.31
21.83,-1.83,6.53,-64.81,218.5,181.37
25.33,0.17,8.28,-65.81,144.12,137.37
25.54,1.69,8.02,-56.94,51.06,86.5
21.24,4.86,5.55,-42.69,-29.75,30.0
17.29,4.15,4.27,-3.44,-70.37,-56.19
14.96,1.48,2.88,39.69,-73.31,-103.62
12.56,-0.45,2.06,57.5,-50.44,-135.5
6.29,-2.2,2.4,61.56,-41.0,-161.31
2.33,-2.89,2.22,66.31,-49.06,-173.12
-2.04,-3.5,1.48,70.0,-67.0,-177.56
-6.03,-4.06,0.93,71.87,-101.31,-179.44
-12.38,-4.68,-0.55,72.31,-135.44,-175.87
-15.54,-5.07,-0.64,60.31,-156.94,-165.12
-18.13,-4.98,-0.82,35.88,-165.06,-143.75
-21.29,-3.71,-3.26,20.06,-147.87,-110.75
-20.99,-3.13,-4.04,9.81,-100.87,-58.75
-19.78,-2.11,-4.48,-8.06,-38.5,7.0
-17.51,-0.79,-4.26,-23.94,13.44,64.5
-11.75,1.0,-3.23,-27.62,45.31,109.12
-8.96,1.2,-2.95,-30.12,72.81,147.44
-6.06,1.24,-3.03,-38.31,104.0,180.06
-2.9,1.18,-2.93,-48.38,138.5,203.69
3.65,0.12,-0.52,-62.69,173.31,217.31
7.12,-0.41,2.15,-80.06,194.69,218.44
11.45,-0.94,4.95,-89.0,187.87,207.0
19.89,-1.54,7.32,-85.81,148.94,180.31
22.34,-0.78,8.5,-79.06,73.06,140.06
21.38,0.28,8.63,-57.69,-17.5,75.94
19.21,0.15,7.63,-32.5,-84.25,12.19
15.25,-0.59,6.22,-10.81,-106.62,-33.69
12.7,-0.83,4.8,9.38,-104.62,-84.19
8.57,-2.23,3.3,37.5,-112.81,-134.62
3.81,-3.81,2.25,63.25,-128.31,-168.31
-4.79,-4.16,0.67,70.25,-120.0,-183.37
-8.25,-3.81,0.36,66.31,-101.69,-189.94
-11.41,-3.39,0.05,63.06,-93.37,-189.25
-13.44,-2.98,0.11,57.94,-91.37,-181.31
-15.27,-1.75,-0.47,47.5,-70.87,-170.56
-15.61,-1.64,-0.63,36.0,-18.5,-146.25
-14.28,-1.9,-1.06,23.31,31.31,-93.37
-12.55,-2.81,-2.65,1.69,55.81,-26.75
-13.13,-2.04,-3.7,-16.62,41.44,28.25
-13.85,-0.19,-4.54,-23.56,-5.5,71.19
-13.58,1.97,-5.36,-25.56,-45.13,116.12
-8.78,3.31,-5.52,-23.44,-34.0,159.56
-5.06,2.16,-4.84,-25.81,28.62,191.69
-1.36,0.55,-3.74,-32.69,111.56,210.31
1.66,-0.81,-1.83,-42.75,187.81,213.37
7.59,-3.12,3.9,-61.25,231.69,205.37
10.99,-2.88,4.82,-79.75,225.25,179.94
13.29,-2.99,5.67,-77.44,167.56,153.56
16.21,-2.62,6.53,-64.56,75.0,132.31
15.14,-1.9,5.61,-51.69,-13.56,90.25
13.62,-1.3,4.27,-38.31,-75.75,49.13
11.64,-0.52,2.72,-25.44,-98.69,6.5
9.01,0.67,0.59,-10.94,-90.62,-32.5
7.89,0.92,0.12,3.94,-66.12,-62.0
6.91,1.13,-0.02,13.69,-37.69,-80.44
6.33,1.03,-0.06,18.31,-11.63,-89.06
5.08,1.34,0.55,18.06,7.62,-99.31
4.2,1.3,0.84,18.75,13.06,-110.06
3.31,1.1,0.97,26.12,6.56,-111.0
2.48,1.05,1.09,30.37,-5.69,-113.37
1.05,1.21,0.82,30.5,-21.37,-118.0
0.32,0.7,0.73,26.62,-38.81,-117.69
-0.26,0.57,0.82,14.25,-55.56,-113.94
-1.61,0.59,0.44,7.44,-67.44,-109.31
-2.25,0.31,0.25,4.81,-74.25,-106.75
-2.92,0.1,0.16,3.0,-72.31,-104.31
-3.45,-0.13,0.11,3.06,-60.94,-101.44
-4.07,-0.6,-0.09,6.62,-41.56,-95.5
-4.07,-0.91,-0.1,11.44,-16.81,-88.94
-3.97,-1.2,0.01,15.31,8.19,-83.31
-3.8,-1.48,0.09,17.37,27.69,-77.69
-3.65,-1.74,0.34,17.75,38.25,-71.75
-3.81,-1.88,0.37,17.44,40.56,-65.75
-3.95,-2.02,0.41,15.44,36.69,-58.81
-4.12,-1.96,0.49,12.13,30.62,-53.31
-4.48,-1.7,0.52,9.19,24.75,-48.5
-4.58,-1.57,0.48,7.12,19.25,-41.19
-4.61,-1.39,0.41,5.81,16.5,-32.75
-4.41,-0.9,0.27,6.0,17.25,-26.25
-4.09,-0.83,0.05,7.25,18.25,-19.06
-3.67,-0.75,-0.06,7.44,17.25,-9.94
-3.32,-0.62,-0.06,4.75,14.19,-1.12
-2.89,-0.17,-0.12,0.0,10.56,6.75
-2.82,0.03,-0.21,-3.69,8.31,15.38
-2.74,0.19,-0.31,-7.12,11.31,23.37
-2.54,0.44,-0.37,-9.88,19.87,29.31
-1.52,0.62,-0.38,-10.13,30.69,34.69
-0.9,0.69,-0.38,-10.38,40.13,38.56
-0.27,0.68,-0.28,-11.94,45.56,40.69
0.59,0.51,0.08,-14.0,46.19,41.19
0.88,0.4,0.12,-14.75,42.38,40.63
1.02,0.39,0.21,-15.19,36.44,38.94
