Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.26,0.39,0.4,4.62,-0.37,-4.5
0.26,0.37,0.42,4.62,-1.37,-4.56
0.22,0.33,0.38,4.5,-2.25,-4.62
0.13,0.41,0.37,4.44,-3.0,-4.5
0.14,0.45,0.36,4.0,-2.75,-4.37
0.15,0.49,0.34,3.62,-2.0,-4.31
0.21,0.42,0.31,4.06,-0.88,-4.31
0.31,0.19,0.29,4.69,-0.62,-5.0
0.36,0.11,0.27,5.06,0.13,-5.81
0.35,0.1,0.23,5.06,0.44,-6.56
0.27,0.19,0.25,4.56,1.0,-7.5
0.25,0.14,0.36,4.12,1.44,-8.06
0.24,0.06,0.37,3.87,2.44,-8.88
0.31,0.11,0.41,4.19,3.12,-9.81
0.41,0.27,0.37,3.87,2.94,-10.06
0.47,0.3,0.36,4.69,1.81,-10.56
0.46,0.38,0.33,6.19,0.25,-11.19
0.42,0.42,0.32,6.81,-1.56,-11.38
0.26,0.41,0.4,7.75,-2.94,-11.5
0.22,0.42,0.39,8.19,-2.37,-12.06
0.2,0.41,0.4,7.56,-1.31,-12.13
0.19,0.35,0.41,7.19,-0.75,-12.31
0.14,0.26,0.39,7.5,-0.75,-13.0
0.09,0.19,0.39,7.5,-2.19,-13.5
-0.01,0.09,0.4,7.75,-4.75,-14.25
-0.22,0.0,0.46,8.38,-8.69,-15.06
-1.06,-0.31,0.49,8.94,-12.75,-15.88
-2.07,-0.76,0.51,9.63,-17.25,-16.69
-3.7,-1.56,0.45,11.13,-23.5,-16.75
-8.38,-3.59,-0.48,13.13,-32.13,-14.25
-11.12,-3.8,-0.79,14.69,-42.94,-5.87
-13.79,-2.77,-0.96,14.31,-54.38,10.63
-15.32,-1.02,-1.7,11.25,-63.0,34.38
-14.96,3.1,-2.39,0.88,-42.75,68.5
-12.43,4.02,-3.13,-19.0,17.94,110.62
-8.92,3.68,-3.41,-39.19,92.5,169.37
-4.77,2.88,-3.52,-39.63,140.12,222.31
1.29,-0.33,-4.22,-35.44,157.62,260.06
3.7,-1.61,-2.63,-52.88,177.19,284.81
7.15,-3.22,1.52,-74.37,209.75,291.0
19.72,-4.84,9.51,-85.31,231.06,266.0
26.0,-7.06,12.12,-84.87,201.69,213.56
26.35,-8.85,14.16,-59.63,107.25,161.0
23.45,-9.1,14.18,-23.69,-29.44,91.12
15.17,-3.77,9.09,1.87,-127.87,5.94
11.07,-1.05,5.31,10.38,-160.44,-76.81
7.37,0.4,2.97,20.87,-145.94,-142.19
3.03,0.48,1.67,47.19,-118.25,-189.62
-6.03,-1.51,-1.85,75.19,-82.56,-212.94
-8.84,-2.27,-1.94,100.12,-60.44,-214.69
-11.27,-1.86,-0.24,100.31,-53.88,-204.12
-13.87,-0.22,-0.47,58.44,-47.0,-180.62
-17.88,6.99,-3.15,7.81,-44.19,-142.44
-18.91,7.89,-4.82,-0.25,-33.19,-78.81
-18.06,6.3,-7.72,13.5,-14.69,-9.5
-11.75,-0.4,-6.86,19.06,-6.5,53.94
-8.35,-1.74,-5.37,-11.56,9.88,122.44
-5.84,-2.16,-4.24,-41.06,47.75,180.31
-3.81,-1.63,-2.06,-48.63,91.87,197.0
1.39,-2.24,2.89,-56.31,130.44,190.5
6.22,-3.66,4.38,-59.31,159.69,178.81
11.71,-4.47,5.08,-53.75,175.31,149.69
16.06,-5.61,6.37,-51.94,159.44,116.19
19.67,-1.07,7.36,-57.88,103.69,96.81
17.61,1.36,6.94,-42.38,32.06,33.44
15.71,1.81,6.2,-12.31,-29.19,-19.5
13.32,1.39,5.07,15.5,-50.81,-74.19
9.29,-1.57,3.11,50.06,-41.31,-128.06
6.66,-2.83,2.59,77.06,-22.62,-163.5
3.61,-3.32,2.55,85.69,-12.13,-184.81
-4.34,-3.46,0.82,91.31,-18.94,-192.5
-8.48,-3.26,-0.56,90.75,-43.06,-191.75
-11.96,-3.08,-0.72,84.0,-97.19,-178.5
-15.77,-2.31,-1.42,64.56,-146.75,-161.87
-22.29,0.88,-4.49,32.56,-179.25,-138.19
-23.75,1.7,-5.47,14.31,-183.5,-91.5
-23.05,1.55,-7.09,11.69,-134.56,-20.25
-20.14,0.75,-7.47,3.37,-57.38,60.5
-11.63,0.03,-4.49,-29.81,18.5,129.06
-7.43,0.08,-3.22,-58.56,79.94,175.56
-3.27,-0.26,-1.54,-62.75,136.75,205.44
5.18,-2.87,4.06,-67.69,190.56,213.44
10.55,-4.45,6.73,-69.25,234.87,205.56
17.65,-6.43,8.33,-59.81,247.0,176.5
22.44,-5.88,9.58,-57.75,203.12,130.87
18.62,-1.75,9.33,-49.13,101.62,61.88
15.01,-0.69,7.82,-17.69,-14.75,12.06
11.65,0.49,5.78,7.75,-71.25,-39.0
8.89,1.22,3.55,20.56,-75.81,-96.56
3.25,-0.18,-1.66,41.81,-64.44,-133.94
0.18,-1.86,-3.86,67.19,-55.63,-154.31
0.18,-1.86,-3.86,78.56,-59.06,-164.94
-3.23,-3.21,-5.09,69.62,-77.25,-163.87
-6.81,-3.69,-4.6,45.94,-103.12,-156.25
-13.28,-0.95,-2.07,16.19,-119.94,-140.0
-14.38,0.96,-0.45,-18.31,-101.37,-115.94
-15.16,3.55,0.97,-53.81,-20.75,-70.31
-11.7,5.98,1.97,-82.0,117.69,8.44
-7.33,6.86,-2.25,-59.63,214.19,92.31
-3.81,5.84,-1.44,-6.44,188.31,144.12
