Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-18.71,-2.98,-2.66,-68.12,24.62,-10.63
-18.43,-2.75,-3.38,-86.81,40.81,50.38
-17.44,-2.07,-3.84,-104.19,45.81,118.06
-15.9,-1.23,-4.43,-113.25,34.75,175.37
-11.7,-1.15,-4.71,-114.06,14.25,213.56
-9.19,-1.52,-4.56,-110.19,-11.5,236.94
-6.18,-1.94,-3.49,-106.44,-38.88,248.94
-2.17,-1.83,-0.28,-97.5,-59.25,253.12
5.25,-0.54,2.06,-75.44,-46.13,247.06
8.48,-1.06,5.89,-53.13,1.75,238.12
13.09,-1.96,8.67,-29.5,45.81,222.37
22.16,-6.38,10.22,-4.81,56.75,190.19
21.48,-8.85,5.98,21.69,42.69,149.19
23.03,-9.48,1.95,33.69,41.5,109.44
27.5,-5.7,-0.61,20.56,57.5,39.13
19.78,3.33,-1.1,8.94,70.87,-52.38
16.13,5.51,-0.57,0.13,59.38,-110.0
12.8,6.19,0.24,-1.06,31.19,-140.75
9.28,5.37,1.02,10.88,2.25,-172.62
3.32,3.08,1.79,28.81,-22.44,-200.87
1.46,1.97,1.64,40.69,-40.81,-221.69
-1.0,0.98,1.08,48.0,-56.25,-239.0
-6.08,-0.65,-0.35,53.5,-71.25,-243.5
-7.97,-1.42,-0.94,56.38,-76.87,-234.0
-9.52,-2.27,-1.36,57.44,-73.31,-216.19
-11.23,-2.76,-1.68,54.31,-65.69,-192.56
-15.17,-2.33,-2.72,48.44,-53.06,-160.94
-16.77,-2.15,-2.99,41.25,-32.69,-121.5
-17.55,-2.22,-2.99,31.31,-3.44,-79.62
-18.11,-2.48,-3.02,17.94,26.87,-41.13
-18.09,-2.13,-2.82,2.56,45.5,1.56
-17.58,-1.61,-3.41,-10.88,49.38,54.75
-16.99,-0.74,-3.89,-22.5,39.38,114.12
-15.8,0.01,-4.81,-30.62,18.44,171.37
-12.41,0.37,-5.69,-38.13,-3.62,213.56
-10.33,0.06,-5.6,-43.31,-24.06,240.5
-7.69,-0.27,-4.8,-47.38,-42.25,256.69
0.19,-0.62,-0.22,-50.5,-54.0,259.87
3.92,0.34,1.4,-45.06,-52.38,246.69
7.94,0.84,4.77,-33.88,-32.25,226.0
12.54,0.68,6.91,-16.56,-7.25,209.44
18.74,-2.25,10.92,6.75,10.0,186.12
21.14,-4.95,9.54,35.19,9.38,155.69
23.92,-7.51,6.36,62.31,11.63,123.12
27.71,-6.9,3.35,68.69,39.31,61.19
25.79,0.46,1.81,56.63,80.0,-28.37
21.01,2.89,2.16,45.38,100.37,-96.06
17.63,4.51,2.93,34.06,89.12,-129.81
11.06,4.1,4.44,35.81,62.69,-157.44
8.6,2.03,4.3,49.69,39.75,-184.69
6.38,-0.31,3.75,64.87,24.69,-204.94
3.72,-2.12,2.66,72.56,16.12,-220.56
-1.49,-4.05,-0.06,75.31,9.19,-225.37
-3.81,-4.54,-0.9,77.69,1.94,-216.94
-6.02,-4.74,-1.23,79.12,-4.06,-202.56
-7.92,-4.69,-1.56,81.5,-7.81,-185.62
-11.46,-3.74,-2.14,83.31,-4.81,-164.19
-12.63,-3.53,-2.42,85.69,2.87,-134.69
-13.68,-3.46,-2.49,84.19,15.69,-103.37
-14.6,-3.37,-3.03,74.69,28.12,-76.12
-15.96,-3.13,-3.57,61.31,34.31,-43.75
-16.33,-3.41,-4.13,50.75,36.69,0.0
-16.69,-3.67,-4.44,39.13,39.44,55.63
-14.6,-3.25,-3.7,22.12,39.5,118.06
-13.72,-3.02,-3.5,7.56,34.25,165.0
-13.04,-3.14,-3.43,-2.94,22.06,193.75
-12.15,-3.63,-3.67,-13.38,2.81,217.87
-9.02,-4.27,-3.45,-27.31,-19.25,241.0
-6.48,-4.08,-2.81,-40.5,-41.31,261.56
-2.97,-3.88,-1.22,-45.56,-56.25,274.56
1.31,-3.46,1.25,-37.63,-55.06,274.87
9.46,-3.08,5.38,-21.25,-36.88,262.25
11.68,-2.46,8.3,-8.69,-14.25,243.69
14.64,-3.17,11.16,10.19,-4.31,227.06
20.5,-7.67,9.19,34.56,-8.75,201.62
19.69,-9.54,4.56,58.75,-16.62,164.5
20.75,-9.75,-0.88,71.69,-0.75,116.0
22.32,-6.74,-3.75,53.5,37.19,40.94
18.17,1.38,-3.15,25.69,63.44,-40.31
15.64,3.77,-1.92,4.87,63.81,-96.62
12.53,4.91,-0.43,-0.88,39.13,-133.06
10.56,4.33,1.06,7.87,6.37,-161.06
5.17,1.84,2.62,24.87,-16.62,-188.56
2.88,0.74,2.93,36.69,-32.56,-214.31
1.36,-0.18,2.99,41.38,-42.63,-232.94
-2.78,-1.1,1.54,43.88,-44.38,-242.69
-4.47,-1.78,0.74,45.56,-47.25,-244.94
-6.13,-2.33,0.29,45.63,-54.38,-239.5
-7.79,-2.91,0.03,45.44,-61.31,-227.94
-11.62,-3.29,-0.07,44.06,-64.31,-211.31
-13.01,-3.67,-0.33,41.56,-60.25,-188.31
-14.43,-3.56,-0.56,36.56,-46.75,-162.69
-15.26,-3.8,-0.84,27.87,-27.25,-136.87
-17.82,-3.05,0.66,15.0,-4.5,-111.56
-17.3,-3.38,0.23,7.87,15.5,-70.56
-16.16,-3.32,0.32,3.12,35.44,-9.31
-15.38,-2.69,-0.28,-8.69,44.94,42.31
-14.7,-1.23,-1.66,-19.69,32.31,87.06
-14.22,-0.83,-2.56,-24.37,6.12,133.44
-13.51,-0.75,-3.32,-24.62,-22.0,180.44
-11.17,-1.03,-4.69,-25.37,-45.94,219.5
