Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1.77,-0.32,0.04,7.25,-27.5,-119.44
-1.78,-0.58,0.36,4.94,-26.69,-118.62
-3.19,-0.52,-0.1,3.19,-30.31,-110.0
-4.54,-0.46,-0.7,2.69,-35.88,-95.56
-5.67,-0.54,-1.18,2.25,-38.44,-77.94
-7.53,-0.68,-1.63,2.12,-36.56,-56.38
-8.16,-0.69,-1.68,3.44,-31.94,-32.25
-8.47,-0.48,-1.86,7.06,-26.87,-5.69
-8.43,-0.13,-2.34,12.69,-24.44,21.87
-7.49,0.28,-3.2,17.25,-23.81,48.75
-6.8,0.31,-3.39,19.37,-19.19,73.69
-5.84,0.28,-3.44,18.44,-7.25,93.56
-3.21,0.0,-3.15,14.06,12.94,106.19
-1.61,-0.03,-2.55,14.06,12.94,106.19
0.38,-0.08,-2.1,0.25,59.5,109.12
2.65,-0.16,-1.62,-7.25,72.62,98.44
7.47,-0.63,-0.28,-12.88,73.12,80.12
9.31,-0.76,0.59,-14.88,60.69,57.5
10.49,-0.95,1.39,-14.88,60.69,57.5
11.04,-1.03,1.69,-14.69,43.38,29.56
10.78,-0.26,1.75,-9.19,11.13,-36.0
9.68,0.16,1.41,-5.19,-1.19,-65.31
7.84,0.57,0.99,-0.5,-11.75,-87.25
5.89,0.61,0.49,-0.5,-11.75,-87.25
2.07,0.41,0.17,2.75,-15.63,-102.5
0.33,0.12,0.24,5.31,-11.13,-113.25
-1.2,-0.16,0.05,5.69,-12.56,-107.87
-4.15,-0.37,-0.74,6.62,-18.69,-96.5
-5.37,-0.5,-1.23,6.62,-18.69,-96.5
-6.43,-0.58,-1.52,7.5,-25.44,-81.06
-7.26,-0.64,-1.74,8.38,-29.87,-37.88
-8.28,-0.6,-2.25,12.44,-28.5,-12.56
-8.25,-0.58,-2.75,17.0,-30.12,14.81
-7.89,-0.43,-3.23,17.0,-30.12,14.81
-7.44,-0.19,-3.42,18.56,-34.63,42.69
-5.83,-0.08,-3.25,15.0,-25.69,91.12
-4.66,-0.22,-3.16,11.25,-1.19,105.0
-3.21,-0.34,-2.87,6.12,29.25,112.37
0.94,-0.64,-1.8,6.12,29.25,112.37
3.55,-0.64,-1.02,-0.81,56.13,112.62
6.2,-0.73,-0.04,-12.0,74.5,87.06
8.53,-0.95,0.88,-13.69,58.94,64.5
11.06,-1.32,1.99,-11.06,28.56,36.69
10.71,-1.13,2.18,-11.06,28.56,36.69
9.96,-0.65,2.02,-5.87,-2.87,6.06
8.83,-0.05,1.74,3.25,-41.19,-49.19
5.42,0.69,0.33,7.31,-47.88,-68.87
3.59,0.58,-0.01,10.44,-46.81,-81.25
1.78,0.32,-0.03,10.44,-46.81,-81.25
0.19,-0.01,-0.06,11.69,-41.44,-86.94
-2.94,-0.27,-0.74,10.56,-36.75,-86.37
-4.12,-0.5,-1.17,10.38,-38.56,-79.94
-5.17,-0.51,-1.48,9.94,-41.63,-68.06
-6.9,-0.1,-1.88,7.5,-41.25,-52.38
-7.4,0.07,-2.24,5.87,-38.44,-32.63
-7.66,0.25,-2.7,6.19,-33.31,-10.25
-7.57,0.41,-3.39,8.88,-26.31,13.06
-6.68,0.43,-3.85,11.19,-18.25,38.13
-5.71,0.35,-3.64,11.38,-8.94,62.81
-4.76,0.31,-3.5,9.56,2.31,83.75
-3.63,0.45,-3.42,5.62,16.5,99.19
-0.11,0.84,-3.22,-0.06,32.0,110.37
2.16,0.81,-2.58,-6.56,47.88,116.12
4.59,0.47,-1.68,-12.88,58.38,114.0
6.82,-0.02,-0.96,-16.81,57.5,103.94
9.92,-1.11,0.23,-18.0,48.38,89.06
10.64,-1.21,0.83,-17.75,35.44,69.37
11.08,-1.16,1.5,-15.94,23.69,42.75
11.18,-0.95,2.33,-13.69,15.31,11.38
10.25,-0.63,2.05,-9.44,7.0,-21.56
8.73,-0.24,1.76,-3.94,-3.44,-52.0
6.79,0.08,1.53,1.25,-18.19,-76.19
2.39,-0.15,1.02,7.19,-33.88,-95.81
0.32,-0.57,0.94,11.75,-46.81,-108.69
-1.62,-0.98,0.7,13.38,-57.5,-114.12
-3.58,-1.23,0.38,13.31,-64.94,-111.75
-7.11,-1.17,-0.48,11.44,-68.94,-102.56
-8.44,-1.07,-0.83,8.56,-67.25,-88.06
-9.41,-1.0,-0.93,6.5,-59.75,-68.75
-10.23,-0.91,-1.37,6.5,-46.88,-46.0
-9.98,-0.99,-1.78,9.56,-30.87,-21.12
-9.29,-0.94,-2.25,15.25,-18.12,6.69
-8.49,-0.75,-2.43,20.25,-12.94,34.0
-6.56,-0.69,-2.52,22.75,-12.5,61.56
-5.55,-0.78,-2.28,22.56,-9.56,86.62
-4.13,-0.87,-2.18,19.62,3.69,104.69
-2.46,-0.87,-1.92,14.63,27.56,114.94
2.54,-0.85,-1.42,8.13,55.75,117.37
5.33,-0.75,-0.75,-0.31,79.37,111.81
7.75,-0.61,-0.11,-13.44,91.5,76.25
9.77,-0.55,0.47,-13.44,91.5,76.25
11.54,-0.54,1.49,-15.06,74.69,50.81
11.39,-0.21,1.69,-13.25,51.44,19.87
10.84,0.18,1.45,-10.38,28.81,-14.38
7.93,0.93,0.64,-4.56,-2.81,-74.06
6.05,0.95,0.22,-4.56,-2.81,-74.06
4.14,0.68,-0.09,0.56,-18.06,-106.94
2.0,0.29,-0.03,1.19,-22.06,-113.69
-2.1,-0.48,-0.26,1.56,-26.44,-111.25
-3.99,-0.72,-0.33,0.13,-29.5,-101.12
