Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-8.03,-1.28,-1.49,-22.25,-1.31,113.87
-6.77,-0.74,-1.59,-21.0,-15.13,136.94
-5.59,0.01,-1.26,-18.56,-18.62,155.31
-3.89,0.67,-1.8,-14.0,-9.81,170.19
-1.14,0.84,-1.64,-10.94,13.56,181.12
5.38,0.94,0.93,-12.81,43.19,181.75
7.59,1.11,2.76,-14.38,68.37,172.06
8.49,0.74,4.16,-10.94,81.44,159.37
9.73,-0.26,5.06,-2.69,77.62,147.75
12.19,-3.17,5.38,5.56,66.19,130.06
12.3,-4.58,3.59,14.44,55.88,99.5
13.98,-5.02,2.29,14.94,43.31,60.75
17.79,-1.11,0.95,7.0,30.5,10.75
16.45,0.9,0.68,2.0,19.75,-48.13
13.94,1.98,0.55,2.06,6.75,-96.94
11.31,2.2,0.5,1.37,-8.31,-128.75
5.16,2.3,0.72,1.62,-23.19,-153.19
2.75,1.69,0.92,5.69,-32.94,-170.5
0.76,0.84,0.85,12.31,-35.0,-178.0
-1.07,-0.05,0.63,16.81,-32.88,-179.5
-3.57,-1.21,-0.44,18.0,-30.69,-176.12
-4.82,-1.61,-0.88,17.94,-30.69,-170.12
-5.99,-1.81,-1.24,16.62,-36.56,-159.87
-7.2,-2.09,-1.49,14.25,-46.38,-143.62
-9.55,-2.31,-1.82,10.13,-54.19,-124.31
-10.5,-2.39,-1.53,4.87,-56.25,-103.81
-11.33,-2.48,-1.1,1.94,-47.5,-79.44
-11.42,-2.95,-1.12,3.62,-28.25,-48.5
-10.64,-3.26,-1.16,4.94,-4.69,-14.56
-9.97,-3.22,-0.82,-0.5,12.94,16.19
-9.47,-2.87,-1.01,-9.25,17.0,44.5
-9.31,-1.92,-1.06,-16.62,6.31,73.62
-9.16,-1.5,-1.15,-19.25,-9.88,101.56
-8.43,-1.35,-1.32,-17.25,-20.06,126.62
-7.31,-1.12,-1.16,-15.69,-20.19,146.19
-4.35,-0.22,-1.05,-13.81,-12.63,161.25
-1.61,0.02,-1.01,-10.31,4.44,174.56
1.42,0.19,-0.31,-9.5,30.62,180.94
6.73,0.09,1.74,-10.19,55.25,178.25
8.88,0.0,2.62,-9.44,70.5,169.87
9.89,-0.23,3.75,-5.94,72.62,157.69
10.7,-1.02,4.75,0.69,62.88,142.25
11.49,-3.53,4.26,8.5,44.25,122.5
11.69,-4.3,2.72,15.94,25.69,93.31
12.64,-4.03,1.58,17.37,13.13,53.13
14.41,-2.4,0.77,12.06,3.94,5.75
14.26,1.64,0.19,7.25,-2.44,-44.94
12.22,2.4,0.0,5.87,-7.12,-89.37
10.1,2.54,-0.04,4.37,-14.81,-117.94
5.2,2.62,0.56,3.81,-23.31,-138.5
3.27,1.91,0.79,7.12,-28.0,-154.87
1.4,1.06,0.63,12.81,-27.19,-165.0
-0.06,0.15,0.19,17.06,-25.19,-169.62
-2.36,-0.81,-0.61,17.56,-24.94,-169.5
-3.35,-1.14,-0.92,17.12,-25.94,-166.5
-4.43,-1.64,-1.22,17.12,-29.56,-160.06
-5.5,-2.28,-1.38,16.25,-35.38,-149.0
-8.11,-2.75,-1.42,12.06,-41.88,-135.31
-9.3,-2.81,-1.2,6.12,-45.81,-118.06
-10.19,-2.87,-1.03,2.37,-42.44,-95.12
-10.83,-3.07,-0.86,2.87,-29.25,-67.0
-11.23,-3.46,-1.06,3.62,-10.56,-35.88
-10.9,-3.46,-0.89,0.13,8.75,-5.44
-10.22,-3.11,-0.75,-6.69,23.69,23.94
-8.71,-2.65,-0.91,-11.94,31.44,52.56
