Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
3.5,0.82,0.71,-28.62,56.06,162.44
7.94,1.27,1.04,-22.06,83.37,174.56
11.71,1.89,1.83,-21.37,104.56,162.87
14.72,1.99,2.6,-19.5,113.12,138.06
18.07,1.78,4.38,-17.81,113.31,101.87
17.73,2.41,4.51,-12.38,105.0,49.44
16.45,2.78,3.98,-4.81,78.69,-2.06
14.83,3.29,3.25,5.69,40.88,-45.31
11.15,4.06,1.93,15.94,3.19,-91.44
8.98,3.32,0.96,26.81,-31.06,-131.69
6.98,1.78,0.14,36.19,-58.63,-157.87
4.97,0.18,-0.14,38.56,-77.19,-169.62
-1.62,-2.19,-0.57,37.31,-95.37,-172.75
-5.07,-2.91,-0.83,33.69,-116.75,-164.62
-8.15,-3.71,-0.77,29.25,-127.81,-153.44
-12.68,-4.99,-0.37,28.44,-122.25,-133.81
-13.7,-5.65,-0.37,32.13,-104.0,-106.12
-14.1,-6.07,-0.47,29.44,-70.37,-73.94
-13.86,-6.15,-1.12,23.69,-34.19,-31.0
-12.57,-4.77,-1.2,16.19,-5.87,8.69
-11.81,-3.6,-0.84,6.5,11.44,45.38
-11.27,-2.45,-0.37,-3.25,19.81,81.25
-10.51,-1.39,0.0,-12.44,22.56,112.94
-6.59,-0.03,0.11,-20.31,26.69,139.12
-4.29,1.1,0.35,-27.19,40.19,156.0
-1.19,1.03,-0.2,-29.94,57.94,163.06
7.87,1.08,0.96,-27.44,79.81,180.19
11.45,1.18,2.15,-29.81,98.87,168.87
14.16,0.82,3.04,-29.87,109.62,146.75
16.34,0.61,3.72,-29.25,105.75,113.56
17.1,1.01,4.29,-24.87,94.19,64.87
15.72,1.57,3.92,-17.37,73.25,15.5
13.98,2.2,3.29,-7.94,43.5,-27.12
12.21,2.9,2.84,2.06,12.56,-69.81
8.32,3.12,1.44,13.06,-19.44,-109.62
6.16,2.23,0.5,22.69,-49.25,-138.19
4.41,0.77,-0.03,29.75,-73.69,-152.94
1.82,-0.56,-0.34,31.0,-87.44,-158.75
-4.42,-1.8,-1.22,28.81,-101.37,-153.69
-7.45,-2.4,-0.89,23.25,-114.94,-142.31
-10.0,-3.18,-0.53,21.37,-115.87,-126.75
-12.57,-4.05,-1.13,23.56,-97.94,-105.25
-12.8,-4.69,-1.37,23.12,-72.62,-78.75
-12.8,-4.69,-1.37,19.5,-42.44,-39.06
-12.43,-4.6,-1.84,14.13,-15.0,-1.12
-11.31,-2.84,-1.01,4.5,3.06,34.63
-11.31,-2.84,-1.01,-5.0,14.38,71.56
-10.52,-1.94,-0.43,-14.19,22.31,102.31
-9.11,-1.31,-0.12,-22.81,28.69,125.0
-7.38,-0.27,0.23,-27.0,34.25,141.94
-2.54,0.1,0.17,-29.25,52.31,163.25
0.59,1.1,0.63,-32.81,76.12,159.81
4.06,1.85,1.0,-30.94,90.56,152.69
11.09,0.76,2.33,-28.19,96.37,135.31
14.02,-0.03,2.88,-24.19,95.87,98.62
15.95,-0.37,3.6,-18.81,84.69,54.94
16.86,-0.27,3.92,-11.44,67.37,12.19
14.99,1.38,3.5,-3.19,47.75,-31.5
13.35,2.35,3.17,-3.19,47.75,-31.5
11.36,3.08,2.92,14.94,-4.75,-114.87
9.6,3.31,2.31,24.06,-30.37,-147.75
5.63,1.96,1.34,29.75,-47.56,-169.44
2.94,0.38,0.79,29.5,-64.56,-175.37
0.26,-1.23,0.03,27.44,-84.19,-168.37
-2.88,-2.52,-0.87,22.37,-99.12,-158.87
-8.47,-2.78,-1.06,20.37,-100.44,-145.94
-11.08,-3.17,-0.3,24.06,-90.37,-120.31
-12.5,-3.74,-0.61,26.5,-70.62,-92.25
-13.37,-4.62,-1.62,26.5,-70.62,-92.25
-13.27,-4.74,-2.04,22.31,-41.13,-53.88
-12.99,-3.98,-2.2,6.87,-4.94,32.94
-12.54,-2.6,-1.93,-2.37,3.56,72.19
-11.09,-1.07,-0.7,-11.63,15.44,108.62
-9.53,-0.83,-0.21,-11.63,15.44,108.62
-8.38,-0.57,0.13,-21.25,26.19,134.0
-5.34,-1.2,-0.19,-28.56,61.63,175.12
1.48,0.7,0.56,-32.56,85.0,174.5
5.52,1.06,1.39,-30.69,101.81,175.19
9.84,0.46,2.16,-30.69,101.81,175.19
13.53,-0.31,2.56,-25.87,108.62,154.69
16.25,-1.49,2.93,-22.06,82.44,66.69
15.92,-1.27,3.16,-16.87,67.44,23.37
14.89,-0.37,3.57,-9.38,52.06,-16.12
12.48,1.95,3.68,-9.38,52.06,-16.12
10.64,2.9,2.56,0.0,26.69,-54.88
7.87,3.22,1.87,20.12,-41.56,-119.44
5.93,2.45,0.61,26.69,-60.56,-136.81
1.82,1.15,-0.73,29.06,-69.0,-140.5
-0.74,0.31,-1.69,29.06,-69.0,-140.5
-4.07,-0.27,-1.98,25.19,-78.75,-131.19
-7.05,-0.76,-1.72,21.0,-99.5,-100.94
-10.22,-0.97,-1.46,22.25,-82.69,-79.69
-10.88,-1.6,-1.48,24.12,-55.69,-54.25
-11.28,-2.49,-1.72,24.12,-55.69,-54.25
-11.12,-3.05,-2.43,21.37,-41.13,-21.12
-10.87,-2.43,-1.76,8.19,-23.06,49.06
-10.5,-2.04,-0.9,8.19,-23.06,49.06
-9.4,-2.02,-0.35,-1.25,-3.12,80.0
-6.59,-1.61,0.49,-12.81,15.13,104.44
-4.3,-1.1,0.68,-18.44,26.81,130.81
