Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.55,0.02,-0.4,-6.75,-2.0,10.75
-0.52,-0.11,0.17,-0.81,-6.19,13.56
0.0,0.2,-0.17,-11.0,0.69,14.5
-0.08,0.05,0.16,-5.25,-3.19,11.88
-0.44,-0.08,-0.01,-5.0,-4.25,11.75
-0.22,-0.02,-0.11,-9.38,-0.56,13.75
-0.2,0.0,-0.16,-4.56,-5.12,13.63
-0.37,0.01,-0.11,-9.5,0.13,13.31
-0.15,0.07,-0.26,-9.06,1.19,16.25
-0.16,0.0,0.01,-11.13,2.5,17.12
-0.12,0.01,-0.07,-9.75,1.87,16.69
0.01,-0.13,-0.36,-10.13,0.62,17.5
-0.33,-0.1,-0.11,-11.88,2.87,20.0
-0.1,0.05,-0.22,-15.88,6.62,17.37
-0.05,0.0,-0.13,-13.0,4.25,15.5
-0.27,-0.09,0.05,-14.94,3.69,17.69
0.07,0.05,-0.27,-13.25,3.19,19.19
-0.24,0.06,0.14,-14.06,2.5,19.62
-0.02,0.05,-0.17,-14.25,2.62,17.94
-0.01,0.02,-0.05,-14.38,3.81,18.56
0.12,0.01,-0.4,-12.0,-0.81,19.75
-0.74,-0.11,0.18,-16.31,4.87,18.06
0.11,-0.05,0.03,-10.31,0.62,16.31
-0.34,0.07,-0.18,-10.06,-5.75,18.94
-0.5,0.02,-0.15,-13.63,-2.25,17.37
-0.12,-0.02,0.07,-11.31,-0.5,15.06
-0.2,0.0,-0.12,-8.13,-6.81,17.81
-0.27,-0.03,-0.17,-10.5,-5.94,16.87
-0.36,-0.02,-0.14,-11.06,-3.06,16.56
-0.01,0.03,0.0,-10.31,-2.12,15.25
-0.37,-0.14,0.01,-7.87,-5.37,17.62
-0.01,0.06,-0.16,-11.5,-0.88,18.62
-0.02,0.04,-0.24,-7.37,-5.37,16.12
-0.37,-0.06,0.11,-11.31,-0.37,16.62
-0.18,-0.03,-0.16,-6.62,-8.31,15.0
-0.33,-0.15,0.04,-8.5,-5.06,13.5
-0.01,0.0,-0.16,-8.44,-5.94,14.38
-0.36,-0.05,0.09,-6.44,-8.06,13.69
0.07,-0.08,-0.14,-9.81,-4.44,13.44
-0.09,0.06,0.0,-5.69,-9.06,12.88
-0.17,0.1,-0.21,-7.06,-9.69,10.63
0.24,-0.16,-0.45,-6.5,-9.06,13.25
-0.49,-0.25,0.17,-4.0,-10.81,16.44
0.01,-0.06,-0.22,-6.5,-7.19,14.75
-0.22,0.16,0.07,-10.19,-2.62,14.63
-0.28,-0.12,0.17,-9.0,-7.19,9.13
0.05,-0.29,-0.31,-4.06,-8.19,9.56
-0.35,-0.14,-0.06,-6.5,-9.13,16.87
-0.29,0.08,-0.06,-8.81,-6.31,12.0
-0.14,-0.04,-0.01,-4.0,-9.31,12.44
-0.01,0.03,-0.48,-8.19,-6.87,13.63
-0.57,0.11,0.08,-9.69,-3.0,11.88
0.01,0.09,-0.3,-7.62,-5.56,10.31
-0.37,-0.12,0.08,-5.62,-10.5,9.5
-0.05,-0.23,-0.24,-2.44,-13.13,14.75
-0.14,-0.11,-0.34,-2.06,-14.44,15.31
-0.5,0.3,0.07,-11.31,-4.12,11.38
0.41,-0.2,-0.59,-5.62,-8.81,9.75
-0.67,-0.48,0.14,1.5,-11.75,17.56
-0.39,0.04,-0.18,-12.25,-2.81,15.81
-0.36,0.2,-0.33,-1.44,-14.81,6.87
-1.03,-0.05,0.3,-5.87,-8.88,9.88
0.24,-0.03,-0.64,-2.44,-14.5,13.44
-0.86,-0.18,-0.28,1.94,-15.63,20.12
-0.07,0.19,-0.34,-13.38,-0.44,23.0
-0.28,0.33,-0.36,-4.87,-10.63,17.87
-0.75,-0.02,0.46,-9.06,-8.44,7.06
-1.04,-0.6,0.45,4.31,-18.25,17.06
-0.33,0.55,-0.39,-16.12,-0.56,25.87
0.0,0.49,-0.12,-8.56,-13.75,8.25
0.12,-0.18,-0.73,6.37,-22.87,13.19
-0.11,0.37,-0.48,-18.81,1.94,28.19
0.38,0.08,-0.68,-3.44,-14.38,16.12
-0.66,-0.31,0.45,-10.69,0.75,20.81
-0.14,0.29,-0.16,-11.63,-2.37,16.25
-0.54,-0.32,0.77,-10.81,-1.81,16.0
0.92,0.13,-1.23,-3.06,-9.31,15.88
-0.93,-0.11,0.3,-7.37,-3.75,21.81
1.07,0.46,-0.71,-21.31,10.56,21.5
-0.29,0.0,0.15,0.06,-12.94,15.0
-0.58,-0.08,0.32,-12.75,1.37,14.13
0.29,-0.05,-0.28,-4.81,-11.06,14.69
-0.08,-0.13,-0.08,3.94,-15.88,11.44
-0.05,0.33,-0.2,-5.69,-8.56,19.06
-0.21,0.25,0.08,-7.31,-7.06,10.0
0.06,0.01,0.0,-3.75,-6.75,12.25
-0.48,0.08,0.11,-4.44,-10.44,18.31
-0.16,0.15,0.07,-8.88,-3.31,10.69
0.23,0.16,-0.11,-1.56,-10.19,4.44
0.04,-0.08,-0.08,1.69,-14.63,6.31
-0.37,0.14,-0.02,-2.5,-10.25,15.0
-0.08,0.24,-0.21,-8.94,-5.5,13.31
0.0,-0.37,0.1,-1.25,-8.56,11.88
-0.23,0.07,-0.15,0.88,-12.81,8.5
-0.26,0.02,-0.21,2.31,-18.12,2.06
-0.26,-0.01,-0.25,-2.06,-13.69,11.75
-0.52,-0.18,0.27,-5.06,-7.87,7.62
-0.12,-0.33,-0.27,12.25,-22.0,5.31
-0.61,0.08,-0.08,1.69,-8.94,14.31
-0.47,0.54,-0.23,-17.12,4.87,20.44
