Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
2.64,-1.39,-0.29,-29.25,-34.75,-41.63
2.0,-1.21,0.24,-30.56,-49.63,-46.06
1.75,-1.25,0.39,-29.0,-63.13,-49.81
2.1,-1.24,-0.1,-27.06,-73.12,-53.13
1.65,-1.16,-0.17,-26.06,-82.19,-57.13
0.34,-1.11,-0.98,-23.75,-92.19,-61.0
-0.52,-1.33,-2.11,-21.25,-98.62,-61.69
-0.37,-0.97,-3.11,-23.87,-98.81,-61.75
-0.11,-0.42,-3.22,-27.81,-97.75,-61.5
-0.11,0.08,-2.17,-30.44,-95.37,-61.94
-0.18,-0.14,-0.95,-28.37,-94.44,-61.31
0.18,-0.31,-0.6,-25.06,-93.37,-59.25
0.69,-0.38,-0.57,-24.12,-95.12,-57.5
0.85,-0.29,-0.61,-23.19,-103.5,-56.19
0.56,-0.12,-1.17,-22.25,-113.62,-55.0
0.54,-0.09,-1.34,-22.31,-117.31,-54.5
1.27,-0.12,-1.18,-22.31,-107.94,-55.38
1.66,0.02,-1.14,-25.87,-94.94,-58.88
1.23,0.16,-1.21,-28.94,-87.87,-62.63
0.8,0.16,-1.16,-31.44,-84.19,-64.69
0.68,0.14,-0.9,-34.0,-80.44,-64.31
0.63,0.09,-0.44,-35.94,-76.06,-62.19
0.8,0.22,-0.01,-37.31,-75.06,-59.56
0.69,0.21,0.07,-36.44,-77.31,-56.94
0.63,0.12,-0.11,-34.19,-78.31,-54.06
0.55,0.07,-0.78,-32.56,-75.44,-51.44
0.49,0.12,-1.11,-31.75,-69.31,-48.13
0.55,0.16,-1.38,-31.37,-61.38,-44.75
0.52,0.2,-1.73,-31.81,-52.44,-42.44
0.56,0.4,-1.84,-32.75,-45.69,-40.81
0.76,0.32,-1.75,-31.62,-40.06,-38.5
1.2,0.3,-1.51,-29.37,-31.56,-35.94
1.4,0.41,-1.42,-28.06,-25.94,-34.25
1.71,0.64,-1.35,-25.75,-22.5,-33.0
1.94,0.72,-1.27,-23.87,-20.81,-32.56
2.22,0.8,-1.19,-22.75,-24.31,-33.13
2.24,0.91,-1.41,-21.25,-29.25,-34.13
2.22,0.95,-1.51,-19.81,-31.44,-34.81
2.34,0.93,-1.45,-19.5,-32.0,-35.25
2.51,0.94,-1.26,-20.06,-34.63,-35.69
1.95,0.91,-1.01,-20.19,-39.88,-36.56
1.76,0.79,-0.68,-19.69,-45.25,-35.69
1.8,0.6,-0.38,-18.81,-47.63,-34.19
1.98,0.46,-0.13,-17.56,-46.44,-32.44
2.24,0.31,0.03,-16.62,-43.56,-31.25
2.5,0.21,0.25,-16.44,-40.94,-30.37
2.61,0.19,0.47,-17.5,-41.5,-30.25
2.78,-0.19,0.51,-16.69,-41.5,-29.19
2.89,-0.38,0.47,-15.56,-37.56,-27.44
2.93,-0.44,0.51,-15.75,-32.0,-25.31
2.93,-0.53,0.68,-16.62,-26.31,-23.94
2.91,-0.66,0.9,-18.06,-22.5,-22.44
2.85,-0.84,0.99,-18.81,-18.25,-20.19
2.61,-0.98,0.92,-18.94,-13.31,-17.81
2.4,-1.09,0.95,-18.81,-8.06,-16.12
1.97,-1.04,0.7,-18.37,-4.87,-13.88
1.78,-0.96,0.55,-17.37,-5.31,-11.75
1.35,-0.87,0.12,-15.94,-10.06,-10.19
0.91,-0.85,-0.19,-14.0,-12.44,-8.13
0.5,-0.76,-0.51,-11.94,-12.31,-5.5
0.25,-0.66,-0.61,-10.13,-12.19,-3.87
0.08,-0.62,-0.64,-8.06,-11.06,-3.19
-0.19,-0.38,-0.58,-6.0,-7.44,-1.94
-0.23,-0.4,-0.4,-4.0,-2.37,-0.5
-0.2,-0.49,-0.2,-2.19,2.0,0.94
-0.18,-0.61,-0.11,-0.62,4.37,2.25
-0.28,-0.87,0.1,0.44,3.56,3.44
-0.46,-1.01,0.24,1.69,0.56,4.31
-0.59,-1.11,0.39,3.31,-2.81,4.94
-0.54,-1.2,0.55,5.06,-5.25,5.25
-0.5,-1.22,0.7,6.5,-6.69,5.25
-0.66,-1.22,0.72,7.69,-8.38,4.87
-0.71,-1.19,0.66,8.75,-9.81,5.06
-0.9,-1.13,0.51,9.19,-9.5,5.37
-1.03,-1.11,0.48,9.06,-8.0,5.62
