Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.58,2.79,1.03,5.62,78.69,110.19
-0.58,2.79,1.03,24.81,98.87,98.12
-1.81,0.64,-0.08,34.0,101.12,99.25
0.4,0.63,0.38,29.25,108.06,97.19
0.0,0.39,0.91,25.87,103.5,90.37
0.71,0.26,0.48,21.69,108.87,74.75
-0.15,0.35,-0.64,13.69,136.25,59.88
0.57,0.83,-1.46,3.12,169.94,55.25
0.26,0.88,-0.58,-6.0,190.19,64.62
1.5,0.69,0.57,-17.06,180.56,72.25
2.54,0.89,1.54,-19.44,139.62,68.75
2.86,1.57,2.02,-15.0,81.87,63.44
2.45,1.68,1.61,-6.37,31.0,59.25
1.64,1.25,0.71,-6.37,31.0,59.25
1.42,1.39,-0.04,-3.62,-25.31,63.69
1.21,1.34,-0.19,3.12,-31.12,65.12
1.0,1.13,-0.25,10.38,-30.25,63.38
0.84,0.79,-0.25,16.69,-27.12,60.38
0.9,0.35,-0.15,16.69,-27.12,60.38
1.07,0.45,-0.11,18.37,-23.62,56.31
1.2,0.48,-0.05,18.19,-21.75,54.13
1.37,0.49,-0.03,18.62,-12.75,50.38
1.7,0.3,0.01,17.56,-8.31,49.63
1.83,0.09,0.04,17.56,-8.31,49.63
2.0,-0.04,0.07,17.12,-6.06,49.13
2.13,-0.1,0.06,18.25,-5.5,46.56
2.32,-0.33,0.05,19.56,-6.19,42.69
2.43,-0.32,0.09,20.25,-8.38,36.94
2.54,-0.32,0.12,20.25,-8.38,36.94
2.33,-0.03,0.19,20.31,-10.56,32.25
2.2,0.1,0.26,15.13,-3.69,27.44
2.32,0.3,0.32,15.81,2.75,13.81
3.13,0.49,0.73,19.12,3.0,0.62
2.07,1.21,0.89,19.12,3.0,0.62
1.66,1.3,0.51,19.81,7.06,2.37
1.86,1.1,0.59,28.69,25.12,2.5
2.37,0.25,0.4,38.38,23.12,-4.81
2.86,-2.14,-0.25,40.75,17.87,-3.31
2.83,-3.04,-0.87,40.75,17.87,-3.31
2.6,-3.91,-1.42,33.75,14.56,9.0
3.34,-4.82,-1.85,16.5,15.56,24.5
3.5,-4.02,-1.32,-0.75,15.19,30.37
3.68,-3.01,-0.62,-12.94,9.38,29.81
3.78,-1.74,0.26,-16.25,1.37,18.44
3.26,0.08,1.08,-10.63,-11.31,0.37
2.87,0.51,1.26,-2.69,-25.87,-19.87
2.33,0.72,1.22,4.87,-41.0,-38.69
1.94,0.65,1.07,9.06,-54.63,-55.13
1.22,0.46,0.85,9.75,-66.62,-71.44
0.72,0.54,0.83,10.25,-77.69,-82.12
0.45,0.5,0.77,11.06,-85.44,-85.31
0.79,-0.05,1.01,9.69,-88.81,-86.44
0.86,-0.19,1.31,7.75,-94.06,-90.31
0.71,-0.13,1.6,6.69,-102.37,-95.31
0.44,-0.32,1.63,4.56,-108.62,-99.37
-0.27,-1.12,1.77,-6.62,-110.69,-106.75
-0.33,-1.21,1.91,-13.31,-112.31,-106.06
-0.38,-1.39,2.09,-18.81,-112.75,-108.87
-1.01,-0.86,2.04,-21.94,-111.06,-111.31
-1.26,-1.08,1.96,-21.56,-105.81,-111.69
-1.29,-1.31,1.99,-19.81,-98.75,-111.37
-1.21,-1.52,1.92,-19.12,-92.12,-110.25
-1.17,-1.68,1.85,-21.5,-86.56,-108.87
-1.48,-1.57,1.75,-26.31,-80.62,-106.19
-1.71,-1.43,1.77,-32.5,-71.0,-100.5
-1.64,-1.08,2.12,-37.81,-58.38,-97.31
-1.68,-0.57,2.67,-38.06,-49.25,-98.81
-2.03,-0.62,2.9,-35.75,-43.06,-102.37
-2.25,-0.77,2.99,-33.88,-37.06,-102.0
-2.31,-0.82,3.05,-34.56,-30.62,-98.94
-2.14,-0.63,3.06,-37.63,-24.94,-94.62
-2.13,-0.47,2.99,-40.75,-21.62,-90.44
-1.98,-0.45,3.09,-41.88,-19.62,-90.06
-2.1,-0.5,3.22,-40.94,-19.69,-93.0
-2.47,-0.37,3.12,-39.69,-20.37,-91.31
-2.47,-0.54,3.23,-40.56,-18.94,-84.56
-2.36,-0.7,3.36,-41.31,-18.75,-78.12
-2.43,-0.64,3.18,-40.31,-21.37,-74.25
-2.64,-0.58,3.09,-38.13,-23.0,-71.31
-2.6,-0.74,3.16,-36.0,-22.81,-65.81
-2.42,-1.03,3.31,-33.88,-24.5,-61.19
-2.54,-1.32,3.59,-32.88,-29.06,-58.44
-2.71,-1.67,3.78,-30.69,-32.63,-54.69
-2.79,-2.04,3.9,-27.44,-34.19,-48.38
-2.83,-2.4,3.94,-24.56,-34.44,-39.81
-2.89,-3.04,3.84,-22.19,-33.56,-30.87
-2.82,-3.33,3.78,-20.81,-31.87,-22.12
-2.8,-3.34,3.82,-21.75,-28.62,-13.06
-2.89,-3.25,3.83,-22.37,-23.06,-3.75
-2.94,-3.21,3.79,-22.06,-14.88,3.37
-2.98,-3.16,3.82,-22.19,-6.37,10.69
-2.98,-3.0,3.86,-22.0,1.94,17.56
-3.08,-2.73,4.0,-20.37,9.5,23.0
-3.19,-2.93,4.12,-16.87,18.0,27.5
-3.21,-3.42,4.25,-11.69,27.56,33.31
-3.13,-4.11,4.35,-6.56,37.13,40.81
-2.65,-5.15,4.4,-2.81,45.56,48.88
-2.67,-5.41,4.32,-1.0,52.13,55.81
-2.56,-5.38,4.27,-1.75,57.63,62.63
-2.53,-4.94,4.24,-3.5,62.88,68.56
-2.54,-3.44,4.23,-4.44,67.94,75.06
