Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-2.73,1.67,2.31,5.81,87.25,57.44
-2.58,2.04,2.16,9.13,80.87,53.75
-2.42,2.31,2.11,12.25,72.19,50.88
-2.03,2.45,2.19,15.63,60.44,49.0
-1.96,2.31,2.16,19.94,45.94,47.38
-1.83,2.0,2.18,24.87,31.0,47.13
-1.68,1.55,2.26,29.87,16.69,48.19
-1.5,0.58,2.48,33.63,2.37,51.19
-1.42,0.11,2.52,36.31,-11.06,55.25
-1.35,-0.41,2.47,38.19,-23.44,59.56
-1.26,-0.83,2.42,39.06,-32.81,63.56
-1.37,-1.45,2.36,39.81,-39.38,66.31
-1.42,-1.75,2.22,41.0,-41.88,68.75
-1.52,-2.01,2.06,40.94,-39.13,71.62
-1.97,-1.87,1.68,39.38,-28.56,76.31
-0.13,-0.69,2.01,34.13,-7.62,90.75
-2.2,-0.5,1.93,40.13,15.19,80.87
-2.03,-1.98,0.88,49.19,24.5,78.31
-1.12,-0.66,1.5,38.81,45.0,80.62
-1.28,0.25,1.32,32.06,55.88,75.19
-1.2,0.9,1.3,33.56,62.81,67.81
-0.63,1.13,1.32,42.31,68.12,65.56
-0.76,0.47,0.92,49.38,71.25,59.5
-0.76,0.47,0.92,44.31,73.94,54.69
-0.61,0.51,0.77,34.06,78.06,55.63
-0.59,0.76,0.64,21.81,81.31,62.81
-0.61,0.87,0.52,10.31,81.06,69.44
0.25,1.23,0.64,5.44,80.0,69.75
0.1,1.57,0.61,5.94,77.75,69.0
0.17,1.53,0.7,9.88,73.5,66.87
0.76,1.36,0.8,14.0,67.12,62.38
0.89,1.23,0.69,17.69,58.69,57.75
1.0,1.04,0.58,19.37,49.94,54.06
1.11,0.89,0.5,20.0,41.56,51.69
1.17,0.93,0.3,21.62,34.13,49.69
1.13,0.96,0.2,23.31,27.5,49.13
1.15,0.88,0.12,24.94,22.12,48.81
1.21,0.82,0.03,25.81,17.62,47.38
1.34,0.48,0.05,25.81,17.62,47.38
1.41,0.42,0.06,24.87,7.75,42.38
1.52,0.27,-0.02,23.81,2.62,40.19
1.71,0.08,-0.02,23.0,-3.37,37.5
1.93,-0.09,-0.03,22.81,-9.94,35.75
1.96,-0.1,-0.09,22.81,-9.94,35.75
2.07,-0.23,-0.21,24.75,-17.12,33.13
2.15,-0.54,-0.44,24.69,-21.0,30.5
2.06,-0.59,-0.58,23.37,-23.87,26.94
1.99,-0.51,-0.63,21.5,-24.06,22.12
2.0,-0.3,-0.57,21.5,-24.06,22.12
1.65,0.01,-0.41,20.62,-21.81,15.31
1.79,0.06,-0.39,18.75,-9.31,0.56
1.69,0.16,-0.28,16.75,-2.81,-5.69
1.63,0.29,-0.26,16.94,2.37,-9.31
1.67,-0.06,-0.45,16.94,2.37,-9.31
1.98,-0.92,-0.7,20.0,5.69,-9.56
2.32,-1.74,-0.97,24.56,8.5,-13.0
2.35,-3.08,-1.31,24.25,7.62,-10.25
2.5,-3.71,-1.5,17.06,9.88,-5.81
2.92,-4.15,-1.28,17.06,9.88,-5.81
2.3,-3.58,-0.86,5.94,10.69,-4.69
2.64,-2.11,0.0,-12.06,7.12,-1.62
2.24,-1.07,0.42,-14.88,0.88,-9.56
1.64,-0.19,0.56,-15.25,-3.31,-18.12
1.12,0.52,0.67,-15.25,-3.31,-18.12
0.77,1.23,0.56,-15.13,-5.44,-26.81
1.16,1.75,0.55,-13.0,-14.25,-54.19
0.28,2.12,0.62,-8.25,-22.69,-63.5
0.5,1.96,0.21,-4.56,-25.06,-66.87
0.65,1.76,0.28,-4.56,-25.06,-66.87
0.63,1.56,0.29,-3.69,-28.25,-69.75
0.85,1.36,0.39,-3.37,-35.88,-71.62
0.96,1.2,0.66,-3.56,-45.81,-73.5
0.78,0.98,0.91,-3.25,-58.69,-75.44
0.59,0.72,1.22,-3.25,-74.31,-76.62
0.84,0.5,1.4,-2.87,-94.19,-77.94
0.78,-0.14,1.05,-1.0,-113.06,-83.81
-0.01,-0.67,1.28,-4.19,-128.0,-90.0
-0.41,-1.02,0.89,-10.25,-138.56,-85.12
0.17,-0.95,1.01,-16.06,-141.81,-72.19
-0.14,-1.1,1.11,-20.06,-142.94,-67.75
-0.2,-1.33,1.33,-21.31,-139.81,-69.75
-0.32,-1.3,1.72,-25.94,-134.37,-71.0
-0.7,-0.72,2.46,-32.38,-129.56,-71.25
-2.02,-1.59,2.41,-34.0,-123.62,-74.44
-1.73,-1.81,2.52,-38.88,-116.31,-67.19
-1.27,-1.34,2.64,-51.13,-101.62,-57.88
-1.79,-0.19,3.04,-56.63,-84.62,-62.81
-2.01,-0.64,2.84,-50.0,-69.0,-72.37
-1.72,-0.86,3.03,-47.25,-47.56,-73.31
-1.43,-0.82,3.11,-53.31,-29.87,-70.31
-2.06,-0.4,3.02,-59.0,-16.19,-72.12
-2.12,-0.31,3.01,-61.94,-0.56,-73.81
-2.0,-0.19,3.11,-63.75,16.69,-74.56
-1.96,0.0,3.01,-64.75,30.75,-75.31
-2.05,0.02,2.99,-65.62,40.94,-75.12
-1.95,0.08,3.06,-66.06,48.69,-73.31
-1.8,0.21,3.11,-65.25,53.19,-71.0
-1.6,0.26,3.29,-61.5,51.75,-69.25
-1.62,0.04,3.35,-54.88,45.0,-67.06
-1.62,-0.18,3.37,-48.63,35.5,-65.25
-1.69,-0.41,3.43,-44.19,24.5,-62.69
