Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.03,-0.02,-0.08,2.25,0.19,3.87
0.21,0.08,-0.12,2.44,1.81,8.19
0.1,0.17,-0.32,3.25,6.44,9.38
0.04,0.04,-0.22,3.19,9.63,13.38
0.06,0.11,-0.19,3.87,11.31,13.63
0.09,0.15,0.09,3.87,11.31,13.63
0.19,0.44,0.07,5.75,9.5,11.94
0.14,0.55,-0.2,6.5,6.62,14.63
0.08,0.47,0.05,4.31,6.87,24.44
0.07,0.3,0.1,2.25,6.87,35.44
0.04,-0.07,0.0,1.87,3.0,38.94
-0.1,-0.11,0.12,0.37,0.13,39.75
0.0,-0.41,-0.1,0.19,-3.5,39.94
-0.16,-0.34,0.0,1.25,-5.94,30.56
-0.07,-0.34,-0.03,-0.62,-7.37,25.31
0.21,-0.02,-0.23,-2.31,-10.06,19.19
0.08,-0.12,-0.11,-1.19,-10.75,11.06
-0.02,-0.19,0.02,-1.31,-9.75,5.06
0.01,-0.12,-0.02,-1.75,-11.19,0.37
0.0,-0.23,-0.03,-1.56,-13.44,-2.31
0.02,-0.17,-0.06,-1.06,-15.19,-3.94
0.02,0.03,-0.11,-0.5,-15.63,-5.75
0.18,0.25,-0.18,-1.44,-16.25,-3.81
0.21,0.34,-0.2,-2.75,-16.25,-0.06
0.08,0.34,-0.23,-2.31,-14.88,3.62
0.08,0.0,-0.23,-0.88,-12.88,8.06
-0.09,-0.13,-0.07,0.13,-10.88,12.25
-0.06,-0.16,-0.01,0.37,-9.5,14.81
-0.02,-0.1,-0.08,0.75,-10.19,14.69
-0.11,-0.15,-0.1,1.25,-11.0,13.5
0.04,-0.17,0.01,-0.94,-11.69,16.12
0.17,-0.26,-0.04,-4.0,-12.94,17.94
0.08,-0.15,-0.02,-3.12,-14.13,11.75
0.18,-0.11,-0.16,-1.62,-15.5,8.88
0.05,0.16,-0.05,1.5,-16.12,7.75
0.27,0.68,0.27,4.5,-16.94,6.5
0.11,-0.08,-0.27,3.44,-19.62,13.44
0.13,0.01,-0.25,1.31,-16.06,9.69
0.25,0.19,-0.21,1.31,-13.0,7.31
0.09,-0.01,-0.27,3.94,-11.0,8.63
0.09,0.07,-0.31,6.5,-9.13,10.5
-0.01,-0.1,-0.05,8.19,-7.25,11.81
0.04,0.03,0.0,6.69,-5.44,9.69
0.12,0.05,0.05,5.12,-6.25,6.87
0.02,-0.35,-0.01,4.62,-9.69,7.44
-0.03,-0.36,-0.08,2.44,-12.5,4.62
0.04,0.3,-0.05,-2.5,-13.0,-2.75
-0.14,-0.06,-0.09,-5.69,-13.0,-1.25
-0.01,-0.14,-0.22,-5.56,-13.75,0.81
0.07,0.08,-0.19,-5.06,-15.0,12.31
0.37,0.49,-0.03,-4.94,-15.88,21.87
0.45,0.39,0.0,-1.94,-16.5,36.88
-0.52,-0.12,-0.21,3.37,-13.75,48.38
-0.07,-0.22,0.2,11.81,-14.31,60.19
-0.06,-0.42,0.04,19.37,-15.13,55.88
-0.06,0.22,0.01,17.5,-19.06,48.13
0.07,0.22,-0.09,13.38,-23.06,38.44
0.17,-0.06,-0.24,7.87,-23.0,30.62
0.25,0.12,-0.13,1.44,-20.0,22.62
-0.24,-0.08,-0.09,-4.12,-18.62,21.06
0.0,-0.06,-0.01,-8.25,-18.87,18.06
-0.01,-0.1,-0.22,-10.56,-20.19,16.25
-0.18,0.09,-0.21,-11.19,-18.69,15.38
-0.32,0.01,-0.22,-11.56,-18.06,19.5
-0.1,0.23,0.07,-11.56,-17.87,26.37
-0.1,-0.04,-0.18,-9.44,-18.0,33.13
-0.12,-0.05,-0.05,-7.31,-19.25,42.06
-0.17,0.14,-0.02,-3.87,-17.69,46.63
0.11,-0.03,-0.15,0.19,-19.37,53.63
0.03,-0.04,-0.25,4.56,-22.37,58.44
0.27,0.07,0.27,8.69,-21.44,58.31
-0.01,-0.29,-0.22,10.75,-20.5,57.25
-0.07,-0.01,-0.31,12.13,-22.94,54.0
0.28,0.02,-0.28,12.94,-22.87,43.63
-0.09,0.1,-0.54,11.19,-19.06,36.0
0.26,-0.1,-0.33,6.87,-14.56,30.87
-0.11,-0.11,-0.36,1.56,-9.06,25.87
0.12,-0.2,-0.31,-4.87,-7.19,24.75
0.07,0.18,-0.26,-6.56,-5.94,20.69
0.3,-0.17,-0.14,-6.81,-5.0,19.12
0.01,-0.09,-0.32,-4.5,-2.37,17.31
0.14,-0.23,-0.1,-2.69,-1.19,19.25
-0.15,0.06,-0.3,1.94,-2.12,20.25
0.14,-0.07,-0.07,4.75,-2.0,23.06
-0.18,0.02,-0.26,7.19,-1.87,23.5
-0.08,0.01,-0.22,8.88,-1.87,24.87
-0.22,0.2,-0.22,9.25,0.06,25.81
0.1,0.06,-0.06,8.25,-0.62,28.0
-0.29,0.36,-0.43,6.56,0.69,29.06
0.61,0.13,-0.12,0.88,3.87,32.5
-0.09,0.28,-0.43,-5.31,4.37,33.75
-0.08,0.07,-0.21,-14.25,9.06,34.25
-0.15,-0.11,0.07,-22.37,12.81,36.88
0.03,-0.31,0.18,-22.25,10.0,36.75
-0.35,0.05,-0.04,-14.19,7.19,32.94
0.02,-0.03,0.14,-5.81,3.56,34.81
-0.09,0.07,0.05,2.5,-0.5,33.19
-0.06,-0.08,-0.07,4.81,-2.75,31.12
-0.07,0.19,-0.19,5.75,-4.12,28.0
0.08,0.01,-0.21,5.37,-3.94,27.19
-0.03,-0.04,-0.16,6.31,-3.12,26.69
-0.1,-0.06,-0.07,5.12,-1.19,24.25
