Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.15,-0.02,-0.09,0.69,0.31,1.75
-0.17,-0.04,-0.1,0.56,1.37,1.62
-0.07,-0.06,-0.08,0.56,1.37,1.62
0.01,-0.11,-0.09,0.56,1.31,2.0
0.0,-0.14,-0.14,0.44,1.31,2.0
0.05,-0.15,-0.14,0.37,1.31,2.0
0.08,-0.15,-0.16,0.25,1.56,2.31
-0.04,-0.15,-0.2,0.0,1.19,2.44
-0.02,-0.17,-0.23,-0.06,0.94,2.44
-0.06,-0.2,-0.23,-0.06,1.25,2.44
-0.04,-0.22,-0.23,-0.19,1.31,2.25
-0.08,-0.24,-0.25,-0.5,0.94,2.25
-0.14,-0.21,-0.25,-0.81,0.19,2.25
-0.17,-0.21,-0.2,-1.0,0.0,2.25
-0.14,-0.13,-0.15,-1.31,0.5,2.19
-0.09,-0.09,-0.14,-1.56,1.69,2.25
-0.06,-0.09,-0.13,-1.94,2.31,2.06
0.0,-0.06,-0.13,-2.31,2.69,2.06
0.13,-0.11,-0.08,-2.5,3.0,2.19
0.17,-0.12,-0.09,-2.56,2.62,2.31
0.14,-0.09,-0.07,-2.56,2.56,2.37
0.15,-0.11,-0.03,-2.69,2.69,2.56
0.14,-0.03,-0.01,-2.75,2.69,2.5
0.17,-0.05,0.0,-2.5,2.81,2.5
0.15,-0.05,-0.02,-2.25,2.81,2.31
0.15,-0.06,-0.03,-1.94,2.31,2.06
0.17,-0.04,-0.05,-1.69,2.06,1.62
0.15,-0.05,-0.01,-1.31,1.37,1.56
0.14,-0.02,-0.01,-0.94,0.5,1.06
0.13,-0.05,0.0,-0.44,-0.13,0.69
0.05,-0.11,0.0,-0.25,-0.31,0.5
-0.01,-0.09,0.0,-0.25,-0.62,0.06
-0.03,-0.08,-0.06,-0.31,-0.81,-0.25
0.02,-0.14,-0.07,0.19,-0.25,-0.37
-0.01,-0.15,-0.12,0.75,-0.13,-0.44
-0.05,-0.17,-0.13,1.0,-0.88,-0.56
-0.03,-0.16,-0.1,0.81,-1.19,-0.88
-0.12,-0.13,-0.06,0.56,-1.31,-0.94
-0.12,-0.11,-0.06,0.13,-1.19,-1.31
-0.07,-0.12,-0.08,-0.44,-0.81,-1.19
-0.01,-0.16,-0.21,-0.25,-0.31,-1.37
-0.01,-0.18,-0.25,0.0,-0.06,-1.25
0.01,-0.18,-0.23,-0.19,0.06,-1.44
0.03,-0.16,-0.22,-0.06,-0.06,-0.88
-0.03,-0.11,-0.15,-0.13,-0.5,-0.62
-0.1,-0.06,-0.12,-0.44,-0.81,-0.62
-0.13,-0.06,-0.1,-0.25,-0.62,-0.69
-0.1,-0.09,-0.06,-0.25,-0.31,-0.81
-0.07,-0.14,-0.07,-0.31,-0.19,-0.75
-0.02,-0.12,-0.03,-0.37,-0.19,-0.75
0.0,-0.16,-0.07,-0.5,0.0,-0.75
0.02,-0.13,-0.04,-0.69,0.06,-0.75
0.0,-0.13,-0.1,-0.81,-0.06,-0.44
0.0,-0.08,-0.06,-1.0,0.06,-0.13
0.0,-0.08,-0.11,-0.94,0.25,0.0
0.04,-0.07,-0.11,-0.88,0.31,0.06
0.1,-0.08,-0.11,-0.88,0.19,0.13
0.1,-0.09,-0.16,-0.88,0.19,0.13
0.11,-0.08,-0.18,-1.31,-0.25,0.19
0.08,-0.1,-0.18,-1.5,-1.06,0.37
-0.02,-0.13,-0.18,-1.44,-0.94,0.69
-0.02,-0.13,-0.12,-1.62,-0.37,0.88
-0.03,-0.14,-0.09,-1.62,-0.37,0.88
-0.07,-0.13,-0.14,-1.81,-0.19,1.0
-0.07,-0.09,-0.16,-2.56,0.0,1.06
-0.07,-0.13,-0.17,-2.5,0.25,1.06
0.01,-0.14,-0.1,-2.56,0.25,1.06
-0.01,-0.12,-0.16,-2.56,0.25,1.06
0.01,-0.1,-0.12,-2.81,0.44,1.19
0.0,-0.05,-0.13,-2.87,0.44,1.56
-0.03,-0.08,-0.18,-2.69,0.5,1.56
-0.04,-0.08,-0.13,-2.5,0.31,1.94
-0.04,-0.06,-0.16,-2.5,0.31,1.94
-0.06,-0.09,-0.19,-2.25,0.25,2.06
-0.07,-0.09,-0.18,-2.12,-0.06,1.75
-0.07,-0.15,-0.19,-2.06,-0.06,1.81
-0.04,-0.11,-0.11,-2.0,-0.19,1.94
-0.09,-0.12,-0.12,-2.12,-0.06,2.06
-0.06,-0.11,-0.03,-1.81,0.62,2.25
-0.04,-0.16,-0.02,-1.81,0.62,2.25
-0.05,-0.17,-0.03,-1.75,0.44,2.25
0.01,-0.18,-0.05,-1.69,0.44,2.25
0.01,-0.18,-0.09,-1.81,0.37,2.25
0.01,-0.17,-0.11,-2.25,0.06,1.81
-0.01,-0.16,-0.1,-2.25,0.06,1.81
0.02,-0.12,-0.14,-2.5,0.25,1.69
0.06,-0.1,-0.11,-2.5,0.81,1.56
0.07,-0.1,-0.17,-2.62,0.81,1.44
0.1,-0.1,-0.1,-2.75,0.44,1.31
0.08,-0.1,-0.09,-2.75,0.44,1.31
0.11,-0.11,-0.07,-2.81,0.37,1.06
0.08,-0.12,-0.04,-2.75,0.0,0.88
0.05,-0.09,0.0,-2.56,0.13,0.88
0.01,-0.11,-0.03,-2.37,0.19,0.62
-0.01,-0.08,-0.02,-2.06,-0.25,0.31
-0.03,-0.06,-0.01,-1.87,-0.13,-0.06
0.0,-0.06,-0.02,-1.25,0.19,-0.13
0.02,-0.06,-0.02,-0.75,0.0,-0.44
0.07,-0.1,-0.01,-0.5,-0.44,-0.56
0.05,-0.09,-0.04,-0.5,-0.75,-0.81
0.03,-0.06,-0.13,-0.25,-0.69,-1.19
