Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.4,0.68,-0.79,-15.63,-27.44,-11.94
-0.35,0.67,-0.76,-15.63,-27.06,-11.31
-0.3,0.53,-0.69,-15.31,-26.37,-10.56
-0.23,0.49,-0.71,-15.31,-26.37,-10.06
-0.16,0.42,-0.71,-15.69,-26.31,-9.69
-0.1,0.39,-0.72,-16.0,-26.25,-9.44
0.0,0.3,-0.65,-16.06,-26.25,-8.81
0.0,0.26,-0.58,-16.44,-26.19,-8.31
0.07,0.2,-0.5,-16.5,-25.94,-8.31
0.09,0.16,-0.49,-16.81,-25.37,-8.13
0.07,0.17,-0.45,-17.12,-25.31,-8.0
0.05,0.19,-0.41,-17.31,-25.12,-8.0
0.01,0.21,-0.37,-17.19,-24.81,-8.38
-0.01,0.17,-0.3,-16.94,-24.62,-8.63
0.05,0.16,-0.25,-16.69,-23.81,-9.06
0.05,0.14,-0.22,-16.37,-23.56,-9.25
0.04,0.09,-0.21,-15.94,-23.31,-9.44
-0.02,0.13,-0.19,-15.88,-23.5,-9.25
-0.02,0.17,-0.17,-15.5,-23.94,-8.88
-0.04,0.16,-0.13,-14.69,-24.44,-9.0
-0.04,0.14,-0.14,-13.69,-24.62,-9.13
-0.06,0.11,-0.08,-12.44,-24.31,-9.31
-0.08,0.05,-0.05,-11.5,-23.81,-9.38
-0.07,0.01,-0.02,-10.63,-22.69,-9.13
-0.04,-0.02,-0.03,-10.0,-22.0,-8.5
-0.06,0.01,-0.05,-9.44,-21.75,-8.0
-0.06,0.01,0.02,-8.69,-21.81,-7.06
-0.04,0.05,-0.01,-7.69,-21.56,-6.44
-0.12,0.05,-0.07,-5.69,-21.69,-5.12
-0.16,0.05,-0.07,-5.69,-21.69,-5.12
-0.2,0.1,-0.14,-4.5,-21.5,-4.56
-0.24,0.11,-0.08,-3.75,-20.62,-4.44
-0.26,0.11,-0.08,-3.12,-19.75,-4.19
-0.27,0.11,-0.09,-2.0,-18.06,-3.19
-0.29,0.15,-0.12,-2.0,-18.06,-3.19
-0.32,0.18,-0.19,-1.5,-17.37,-2.56
-0.34,0.22,-0.25,-0.94,-17.0,-2.06
-0.3,0.18,-0.24,-0.44,-16.62,-1.75
-0.29,0.14,-0.24,0.37,-15.88,-0.37
-0.26,0.14,-0.28,0.37,-15.88,-0.37
-0.4,0.26,-0.38,0.19,-16.06,0.37
-0.42,0.33,-0.45,0.56,-16.37,1.81
-0.42,0.34,-0.43,0.56,-15.69,2.19
-0.39,0.29,-0.48,0.37,-14.5,2.94
-0.41,0.3,-0.5,0.37,-14.5,2.94
-0.4,0.33,-0.58,-0.56,-12.5,4.69
-0.4,0.39,-0.58,-0.94,-11.81,5.37
-0.35,0.45,-0.57,-0.94,-11.0,5.69
-0.34,0.47,-0.61,-1.31,-10.06,6.25
-0.3,0.45,-0.64,-1.75,-9.31,6.75
-0.26,0.45,-0.69,-1.87,-9.75,7.44
-0.23,0.44,-0.7,-1.81,-10.31,7.69
-0.22,0.43,-0.69,-2.06,-11.0,7.81
-0.19,0.45,-0.72,-2.0,-11.56,7.81
-0.22,0.47,-0.74,-2.06,-12.06,7.69
-0.21,0.46,-0.76,-2.12,-12.88,7.62
-0.21,0.48,-0.74,-2.44,-14.13,7.25
-0.22,0.5,-0.77,-2.06,-15.94,7.06
-0.22,0.48,-0.78,-1.44,-18.19,6.37
-0.18,0.45,-0.73,-1.0,-20.25,6.06
-0.12,0.36,-0.82,-0.81,-21.56,6.06
-0.12,0.36,-0.76,-1.37,-21.81,5.87
-0.13,0.37,-0.7,-1.81,-21.69,5.81
-0.15,0.38,-0.65,-2.19,-20.81,6.0
-0.17,0.36,-0.61,-2.44,-20.31,5.94
-0.14,0.32,-0.65,-3.0,-19.5,5.94
-0.12,0.29,-0.59,-3.62,-18.94,5.69
-0.05,0.29,-0.57,-3.75,-19.19,5.69
-0.05,0.26,-0.6,-4.06,-19.12,5.56
-0.05,0.21,-0.6,-4.25,-19.12,5.44
-0.06,0.22,-0.64,-5.06,-18.81,5.44
-0.1,0.23,-0.59,-5.56,-17.94,5.37
-0.05,0.24,-0.6,-6.19,-17.25,5.37
-0.01,0.26,-0.53,-6.69,-16.62,4.94
-0.01,0.22,-0.49,-7.19,-15.88,5.19
0.01,0.18,-0.46,-7.56,-15.88,5.12
-0.01,0.16,-0.44,-7.75,-16.12,4.94
0.0,0.15,-0.38,-8.25,-15.94,4.87
0.02,0.12,-0.36,-8.5,-15.5,4.62
0.01,0.13,-0.36,-8.94,-14.75,4.44
0.02,0.13,-0.35,-9.19,-14.31,4.06
0.03,0.14,-0.37,-9.31,-14.38,3.69
-0.01,0.16,-0.39,-9.38,-15.06,3.37
-0.04,0.18,-0.38,-8.94,-15.94,2.94
-0.01,0.21,-0.35,-8.69,-15.5,1.94
-0.05,0.22,-0.33,-8.81,-15.0,1.5
-0.08,0.27,-0.3,-8.81,-14.19,1.31
-0.07,0.31,-0.38,-8.75,-13.25,1.0
-0.11,0.34,-0.34,-8.19,-12.5,0.5
-0.1,0.32,-0.32,-7.75,-11.94,0.13
-0.11,0.32,-0.36,-7.87,-11.63,-0.25
-0.14,0.3,-0.33,-8.0,-12.0,-0.37
-0.24,0.39,-0.41,-7.81,-12.63,-0.56
-0.28,0.48,-0.38,-7.5,-13.44,-0.62
-0.29,0.46,-0.38,-6.62,-13.69,-1.19
-0.22,0.41,-0.27,-6.5,-13.56,-1.5
-0.22,0.39,-0.21,-6.5,-13.19,-1.44
-0.23,0.41,-0.23,-6.56,-13.31,-1.0
-0.26,0.39,-0.2,-6.5,-13.69,-0.13
-0.39,0.47,-0.27,-6.31,-14.38,0.69
