Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.13,0.19,-0.01,-13.06,-5.94,-11.63
0.13,0.19,-0.01,-9.38,-6.0,-11.06
-0.01,0.19,-0.16,-5.94,-2.94,-9.5
-0.01,0.0,-0.08,-4.69,1.56,-7.87
0.07,-0.13,0.02,-4.87,3.37,-7.94
0.19,-0.1,0.06,-4.12,0.62,-8.88
0.34,0.16,-0.07,-1.75,-1.56,-8.88
0.29,0.17,-0.07,0.75,-2.0,-7.5
0.29,0.05,0.01,1.56,-2.0,-6.06
0.32,-0.06,-0.05,1.19,-1.25,-4.62
0.3,-0.09,-0.09,1.31,-1.62,-4.12
0.28,-0.04,-0.1,2.56,-3.81,-5.12
0.1,-0.06,-0.1,4.0,-4.5,-5.62
0.08,-0.11,-0.01,4.56,-2.62,-5.62
0.22,-0.15,-0.07,4.19,-1.25,-6.12
0.25,-0.15,-0.14,2.87,-4.0,-5.81
0.23,-0.11,-0.22,1.37,-5.62,-3.25
-0.27,-0.14,-0.11,-0.37,-4.62,-1.75
-0.18,-0.09,-0.22,-1.25,-3.44,-2.56
-0.16,-0.05,-0.22,-1.25,-3.44,-2.56
-0.02,-0.06,-0.31,-2.37,1.31,-1.37
-0.06,-0.22,-0.15,-4.19,2.69,-1.25
0.06,-0.17,-0.1,-6.5,4.81,-2.75
0.19,-0.11,-0.13,-8.25,7.25,-4.31
0.47,-0.15,-0.13,-8.25,7.25,-4.31
0.68,-0.27,0.11,-9.44,10.63,-4.12
0.81,-0.27,0.13,-11.31,5.5,-4.56
0.74,-0.18,-0.02,-14.31,4.12,-3.87
0.44,0.1,-0.13,-24.5,11.75,-3.06
-0.09,-0.3,0.81,-24.5,11.75,-3.06
1.13,0.36,-0.42,-32.69,9.06,-7.19
0.54,0.74,-0.3,-13.38,-0.75,-11.31
0.3,-0.26,-0.04,-7.44,-9.88,-14.75
0.79,-0.04,0.0,-4.12,-14.38,-21.69
0.63,0.16,-0.05,-4.12,-14.38,-21.69
0.45,-0.12,0.11,-1.44,-13.69,-14.88
0.22,-0.07,-0.03,-4.5,-7.56,-17.62
0.48,0.0,-0.06,-5.69,-7.44,-17.94
0.84,0.14,-0.35,-22.69,1.75,-21.62
0.9,0.58,-0.41,-22.69,1.75,-21.62
0.71,0.75,-0.64,4.31,-38.94,-34.88
-0.14,-0.23,-0.37,8.25,-34.75,-18.12
-0.41,-0.79,-0.39,1.75,-26.06,-22.06
-0.31,-0.46,-0.69,-3.75,-13.25,-17.87
-0.44,-0.43,-0.26,-3.75,-13.25,-17.87
-0.26,-0.23,-0.33,-9.63,-3.75,-14.69
-0.29,0.0,-0.52,-37.06,27.87,-21.81
1.33,1.29,-0.79,-13.38,1.75,-33.88
0.2,0.81,0.06,-5.37,3.81,-19.75
0.37,0.29,-0.13,-5.37,3.81,-19.75
-0.43,-0.1,-0.21,1.56,1.19,-10.31
-0.19,0.01,-0.03,-11.19,19.62,-11.94
0.34,0.06,0.17,-11.19,19.62,-11.94
0.65,0.28,-0.07,-8.06,16.25,-16.87
0.78,0.11,-0.2,9.94,2.5,-17.19
0.21,-0.17,-0.22,14.0,-7.5,-12.31
-0.1,-0.22,-0.19,11.56,-0.81,-12.06
0.25,-0.03,-0.53,4.94,10.75,-15.94
1.59,0.25,-0.17,-7.81,24.62,-18.87
1.14,-0.12,-0.1,11.75,3.81,-23.12
0.27,-0.29,-0.16,14.69,-4.87,-19.62
0.0,-0.23,-0.3,14.44,-7.19,-18.56
0.44,0.04,-0.5,12.38,-3.56,-20.5
-0.25,0.0,0.22,2.06,8.94,-24.19
0.76,0.12,0.21,-3.69,17.5,-24.19
0.08,-0.03,0.05,3.06,4.56,-21.69
0.16,0.01,-0.1,10.56,2.19,-21.75
0.68,0.07,-0.41,4.37,9.31,-23.94
0.12,0.07,0.14,2.87,14.56,-25.94
0.7,0.08,0.31,2.87,14.56,-25.94
0.99,0.19,-0.26,13.44,0.06,-24.12
0.46,0.02,0.07,9.06,3.37,-20.75
0.1,0.07,-0.31,7.0,8.38,-22.06
0.29,0.23,0.25,10.88,0.62,-24.81
1.1,0.24,-0.39,10.88,0.62,-24.81
0.35,-0.16,0.02,19.12,-8.13,-23.31
-0.09,-0.29,-0.6,5.75,9.31,-21.81
0.68,0.18,0.1,12.88,-0.19,-25.25
0.94,0.19,-0.47,9.38,5.5,-21.12
-0.41,-0.19,0.14,9.38,5.5,-21.12
0.66,0.13,-0.38,6.62,6.12,-19.94
0.08,-0.14,0.39,15.31,-3.12,-22.06
0.97,0.05,-0.75,6.19,7.0,-19.69
-0.66,-0.17,0.26,9.94,-0.62,-22.0
0.15,-0.1,-0.1,9.94,-0.62,-22.0
0.26,-0.23,0.0,10.56,3.87,-21.56
0.4,-0.06,-0.29,7.25,3.44,-21.0
0.12,-0.11,-0.18,4.81,6.25,-21.94
0.54,0.05,0.08,9.81,0.19,-22.37
0.82,-0.03,-0.12,9.81,0.19,-22.37
-0.02,-0.12,-0.23,10.81,-1.12,-20.06
0.02,-0.07,-0.19,1.12,11.06,-22.06
0.66,0.31,-0.1,9.44,2.31,-21.81
0.68,0.02,-0.12,10.94,-1.25,-20.0
0.06,-0.09,-0.1,10.94,-1.25,-20.0
0.31,0.0,-0.31,9.5,0.62,-19.25
0.06,-0.08,0.13,2.87,11.44,-21.12
0.65,0.23,-0.22,7.12,5.44,-21.62
0.49,0.17,0.0,10.5,-0.88,-21.31
0.15,-0.05,-0.17,10.5,-0.88,-21.31
