Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.29,1.09,-0.82,-15.0,-11.81,-9.63
0.33,1.35,-0.84,-15.5,-10.56,-10.06
0.43,1.35,-0.78,-16.12,-9.06,-11.06
0.55,1.38,-0.69,-16.87,-7.87,-12.06
0.74,1.5,-0.63,-17.37,-7.62,-13.19
0.86,1.52,-0.66,-17.62,-8.44,-14.81
0.94,1.46,-0.61,-17.06,-9.81,-16.69
1.01,1.38,-0.58,-17.0,-11.69,-19.37
1.14,1.31,-0.39,-17.81,-13.38,-22.37
1.18,1.26,-0.22,-18.62,-13.81,-24.94
1.18,1.22,-0.15,-19.25,-14.5,-26.87
1.1,1.17,-0.12,-19.62,-14.81,-28.62
1.23,1.0,-0.13,-20.12,-15.0,-29.69
1.3,0.83,-0.06,-20.75,-13.75,-30.5
1.36,0.7,0.01,-21.94,-11.94,-32.38
1.28,0.63,0.02,-22.19,-11.19,-34.13
1.22,0.52,0.06,-22.25,-10.88,-35.75
1.17,0.48,0.06,-22.06,-10.75,-37.75
1.2,0.41,0.1,-21.81,-10.38,-40.0
1.35,0.15,0.25,-21.5,-9.63,-42.38
1.46,0.02,0.27,-21.31,-9.13,-44.31
1.55,-0.09,0.37,-21.25,-9.56,-44.94
1.62,-0.18,0.44,-20.87,-10.69,-45.5
1.5,-0.2,0.63,-20.19,-12.13,-46.63
1.49,-0.3,0.58,-19.19,-12.94,-48.0
1.48,-0.39,0.61,-18.81,-11.88,-49.63
1.57,-0.51,0.66,-18.56,-9.0,-51.38
1.56,-0.69,0.92,-17.75,-6.0,-53.44
1.57,-0.74,1.02,-16.94,-3.44,-55.81
1.59,-0.79,1.12,-15.56,-2.12,-57.31
1.5,-0.94,1.35,-14.06,0.13,-58.44
1.48,-1.06,1.39,-11.81,1.81,-60.63
1.43,-1.13,1.52,-9.69,3.75,-63.19
1.39,-1.16,1.66,-6.75,5.44,-65.0
1.21,-1.37,1.77,-3.37,7.12,-66.12
1.12,-1.45,1.87,0.06,8.44,-66.94
1.02,-1.43,1.88,3.81,9.81,-68.06
0.98,-1.49,1.87,7.56,11.38,-68.62
0.9,-1.65,1.89,11.56,13.25,-68.87
0.81,-1.78,1.86,16.56,14.44,-69.5
0.71,-1.86,1.86,21.31,14.94,-70.25
0.36,-1.99,1.67,25.75,15.38,-70.56
0.18,-2.01,1.63,29.44,16.37,-70.69
0.03,-2.05,1.52,32.75,18.12,-69.87
0.0,-2.1,1.46,35.44,20.37,-68.12
-0.14,-2.16,1.22,37.31,23.25,-65.81
-0.19,-2.15,1.05,39.0,26.12,-63.38
-0.23,-2.12,0.82,40.56,27.56,-60.5
-0.3,-2.04,0.77,42.25,28.12,-58.06
-0.51,-1.98,0.53,43.63,27.5,-55.56
-0.64,-2.04,0.39,45.06,26.37,-53.44
-0.77,-2.06,0.23,46.63,24.81,-50.88
-0.86,-2.07,0.06,47.31,24.0,-48.0
-0.84,-2.11,-0.22,46.5,23.75,-45.06
-0.88,-1.98,-0.23,45.38,25.0,-41.88
-1.0,-1.83,-0.36,44.19,25.44,-38.63
-1.3,-1.66,-0.72,43.56,24.44,-34.5
-1.44,-1.57,-0.77,44.0,23.06,-30.25
-1.49,-1.43,-0.85,43.38,22.37,-26.37
-1.47,-1.34,-1.0,42.44,22.44,-22.12
-1.33,-1.12,-1.22,41.19,23.12,-17.94
-1.34,-1.0,-1.28,40.31,22.69,-13.56
-1.38,-0.86,-1.3,40.06,20.75,-8.94
-1.38,-0.81,-1.31,40.31,18.12,-4.5
-1.31,-0.69,-1.62,39.56,15.56,0.31
-1.27,-0.57,-1.65,38.13,14.63,4.81
-1.25,-0.39,-1.78,36.63,13.44,9.44
-1.25,-0.28,-1.87,34.81,12.31,14.25
-1.21,-0.18,-2.0,33.0,10.94,19.0
-1.09,-0.17,-2.03,31.19,10.38,22.87
-0.92,-0.17,-2.02,28.5,10.06,26.69
-0.67,-0.25,-1.87,25.37,9.81,30.37
-0.56,-0.19,-1.78,22.44,9.13,33.5
-0.43,-0.08,-1.77,19.62,6.87,36.19
-0.38,0.0,-1.76,17.06,4.19,38.38
-0.3,0.05,-1.72,14.63,1.75,40.19
-0.24,0.07,-1.67,12.44,-1.56,41.0
-0.18,0.03,-1.6,10.81,-4.56,41.56
-0.11,0.02,-1.52,8.69,-7.12,42.13
0.0,0.0,-1.42,6.19,-9.25,41.88
0.02,0.04,-1.36,3.94,-11.31,42.0
0.06,0.03,-1.32,1.69,-13.75,42.06
0.12,0.04,-1.17,-0.44,-15.63,42.0
0.16,0.05,-1.06,-2.56,-16.75,41.38
0.13,0.09,-0.98,-4.12,-17.94,41.31
0.14,0.15,-0.92,-5.87,-18.87,41.56
0.3,0.21,-0.88,-7.44,-19.31,41.69
0.32,0.2,-0.79,-8.81,-19.12,41.75
0.36,0.2,-0.74,-9.81,-19.31,41.38
0.38,0.22,-0.67,-10.44,-19.81,41.06
0.45,0.35,-0.61,-11.13,-20.19,40.94
0.43,0.43,-0.51,-12.0,-21.19,41.0
0.47,0.47,-0.49,-12.13,-22.37,40.88
0.48,0.52,-0.53,-12.13,-24.56,40.56
0.52,0.65,-0.61,-12.31,-25.25,39.81
0.63,0.71,-0.62,-12.25,-25.25,39.0
0.8,0.68,-0.57,-12.69,-25.62,38.44
1.01,0.66,-0.51,-13.0,-25.87,37.75
1.07,0.67,-0.49,-13.88,-26.5,36.69
1.11,0.68,-0.45,-14.81,-27.37,35.81
